coord_x,coord_y,class,filename
1677,2913,adult_female,0.jpg
971,2913,juvenile,0.jpg
2476,2911,pup,0.jpg
4085,2907,adult_male,0.jpg
945,2903,adult_female,0.jpg
1388,2901,adult_female,0.jpg
2293,2892,pup,0.jpg
880,2892,adult_female,0.jpg
1579,2891,pup,0.jpg
2882,2886,pup,0.jpg
2169,2886,adult_female,0.jpg
2805,2884,pup,0.jpg
3918,2878,adult_female,0.jpg
2142,2878,adult_female,0.jpg
502,2863,adult_female,0.jpg
2109,2856,pup,0.jpg
2897,2852,adult_female,0.jpg
2843,2849,pup,0.jpg
4034,2847,adult_female,0.jpg
4009,2844,adult_female,0.jpg
2330,2842,adult_female,0.jpg
2352,2839,pup,0.jpg
2118,2838,pup,0.jpg
1904,2835,adult_female,0.jpg
2045,2834,pup,0.jpg
3789,2831,adult_female,0.jpg
3864,2828,adult_female,0.jpg
1376,2818,adult_female,0.jpg
526,2813,juvenile,0.jpg
1348,2811,pup,0.jpg
2797,2803,adult_female,0.jpg
3395,2801,adult_male,0.jpg
3886,2800,adult_female,0.jpg
1880,2798,pup,0.jpg
2170,2797,adult_female,0.jpg
3734,2796,pup,0.jpg
2070,2795,adult_female,0.jpg
1101,2793,juvenile,0.jpg
2235,2792,pup,0.jpg
3629,2789,pup,0.jpg
3658,2788,adult_female,0.jpg
3250,2787,adult_female,0.jpg
3004,2787,adult_female,0.jpg
3768,2785,adult_female,0.jpg
2944,2782,adult_female,0.jpg
2922,2780,pup,0.jpg
553,2772,pup,0.jpg
1721,2768,pup,0.jpg
3077,2766,adult_female,0.jpg
488,2765,pup,0.jpg
568,2764,adult_female,0.jpg
499,2763,adult_female,0.jpg
3249,2760,pup,0.jpg
638,2757,adult_female,0.jpg
715,2755,adult_female,0.jpg
2831,2753,juvenile,0.jpg
2214,2748,adult_female,0.jpg
2797,2747,adult_female,0.jpg
626,2745,pup,0.jpg
704,2740,pup,0.jpg
2424,2733,pup,0.jpg
665,2731,pup,0.jpg
3074,2728,pup,0.jpg
1953,2728,pup,0.jpg
1705,2727,adult_female,0.jpg
2586,2725,pup,0.jpg
3870,2723,adult_female,0.jpg
2436,2712,adult_female,0.jpg
2146,2712,pup,0.jpg
2121,2707,adult_female,0.jpg
2601,2700,adult_female,0.jpg
2231,2693,adult_female,0.jpg
3821,2690,adult_female,0.jpg
1833,2684,adult_female,0.jpg
1982,2679,adult_female,0.jpg
2755,2662,pup,0.jpg
2532,2662,adult_female,0.jpg
2245,2660,pup,0.jpg
2786,2659,adult_female,0.jpg
2158,2658,adult_female,0.jpg
2498,2657,adult_female,0.jpg
1809,2654,pup,0.jpg
2068,2652,pup,0.jpg
2398,2651,adult_female,0.jpg
2427,2650,pup,0.jpg
5135,2649,subadult_male,0.jpg
2177,2648,pup,0.jpg
3376,2645,adult_female,0.jpg
3006,2644,pup,0.jpg
2851,2631,adult_female,0.jpg
630,2627,subadult_male,0.jpg
2319,2624,adult_female,0.jpg
1274,2624,adult_female,0.jpg
2735,2616,pup,0.jpg
2292,2612,pup,0.jpg
2985,2611,adult_female,0.jpg
2174,2610,adult_male,0.jpg
1297,2608,pup,0.jpg
1646,2603,pup,0.jpg
2051,2598,adult_female,0.jpg
1704,2596,adult_female,0.jpg
2437,2594,pup,0.jpg
2717,2588,adult_female,0.jpg
1925,2588,pup,0.jpg
1409,2585,adult_male,0.jpg
1603,2582,pup,0.jpg
2581,2581,adult_female,0.jpg
2783,2573,adult_female,0.jpg
1858,2572,adult_female,0.jpg
2458,2564,adult_female,0.jpg
1734,2558,pup,0.jpg
1761,2555,adult_female,0.jpg
1234,2555,pup,0.jpg
2219,2551,pup,0.jpg
1619,2550,adult_female,0.jpg
1193,2532,adult_female,0.jpg
2325,2530,adult_female,0.jpg
2357,2529,pup,0.jpg
1480,2529,pup,0.jpg
2229,2527,adult_female,0.jpg
3075,2517,adult_female,0.jpg
3787,2516,adult_male,0.jpg
2161,2507,pup,0.jpg
3172,2506,pup,0.jpg
2700,2500,adult_female,0.jpg
1524,2489,juvenile,0.jpg
2680,2486,pup,0.jpg
1441,2486,adult_female,0.jpg
2292,2484,adult_female,0.jpg
1649,2479,adult_female,0.jpg
1761,2478,pup,0.jpg
1320,2475,pup,0.jpg
2165,2472,adult_female,0.jpg
2274,2467,pup,0.jpg
1332,2458,adult_female,0.jpg
1775,2454,adult_female,0.jpg
2487,2451,pup,0.jpg
4791,2447,adult_male,0.jpg
4036,2447,adult_male,0.jpg
3049,2444,adult_female,0.jpg
1633,2442,pup,0.jpg
3070,2440,juvenile,0.jpg
3322,2437,pup,0.jpg
3344,2434,adult_female,0.jpg
1227,2432,adult_female,0.jpg
2843,2431,adult_female,0.jpg
3119,2430,adult_female,0.jpg
2509,2428,adult_female,0.jpg
1733,2428,pup,0.jpg
1701,2419,adult_female,0.jpg
1546,2416,adult_male,0.jpg
1640,2409,pup,0.jpg
2912,2401,pup,0.jpg
3218,2400,adult_female,0.jpg
2340,2399,adult_female,0.jpg
1815,2390,pup,0.jpg
2257,2389,adult_male,0.jpg
1381,2388,adult_female,0.jpg
2180,2385,adult_female,0.jpg
1948,2380,adult_female,0.jpg
1899,2377,pup,0.jpg
1827,2377,adult_female,0.jpg
2675,2371,adult_female,0.jpg
2401,2369,pup,0.jpg
2893,2368,adult_female,0.jpg
1647,2367,adult_female,0.jpg
3088,2362,adult_female,0.jpg
1882,2362,adult_female,0.jpg
1736,2360,adult_female,0.jpg
2427,2357,adult_female,0.jpg
2675,2347,pup,0.jpg
1509,2345,adult_female,0.jpg
1725,2344,pup,0.jpg
1186,2338,pup,0.jpg
3089,2335,pup,0.jpg
3172,2328,adult_female,0.jpg
1517,2328,pup,0.jpg
2773,2327,adult_male,0.jpg
3276,2321,adult_male,0.jpg
2845,2321,juvenile,0.jpg
1985,2315,pup,0.jpg
2091,2312,adult_female,0.jpg
2199,2311,pup,0.jpg
2068,2310,pup,0.jpg
1445,2304,adult_female,0.jpg
1668,2301,pup,0.jpg
1432,2289,pup,0.jpg
1748,2288,pup,0.jpg
2038,2287,adult_female,0.jpg
2709,2286,adult_female,0.jpg
1846,2286,juvenile,0.jpg
2730,2282,pup,0.jpg
1569,2277,juvenile,0.jpg
1803,2275,adult_female,0.jpg
1642,2273,adult_female,0.jpg
2335,2271,pup,0.jpg
2902,2268,adult_female,0.jpg
2657,2267,pup,0.jpg
1735,2265,adult_female,0.jpg
2873,2264,pup,0.jpg
2371,2260,adult_female,0.jpg
2803,2258,pup,0.jpg
1807,2255,pup,0.jpg
1301,2248,pup,0.jpg
1442,2244,adult_female,0.jpg
3284,2237,adult_female,0.jpg
2169,2231,pup,0.jpg
2468,2228,adult_female,0.jpg
1833,2224,adult_female,0.jpg
2383,2221,adult_female,0.jpg
1241,2220,adult_female,0.jpg
1859,2204,pup,0.jpg
1430,2203,pup,0.jpg
2201,2198,pup,0.jpg
1952,2197,adult_male,0.jpg
1689,2193,pup,0.jpg
2435,2192,adult_female,0.jpg
1513,2189,pup,0.jpg
2454,2177,pup,0.jpg
2365,2153,adult_female,0.jpg
1510,2146,adult_female,0.jpg
1260,2146,pup,0.jpg
1844,2145,adult_female,0.jpg
1653,2134,adult_female,0.jpg
2291,2133,adult_male,0.jpg
1820,2124,pup,0.jpg
2801,2121,adult_female,0.jpg
3310,2114,pup,0.jpg
1299,2113,adult_female,0.jpg
2385,2105,adult_female,0.jpg
2346,2105,adult_female,0.jpg
2401,2097,pup,0.jpg
2510,2088,pup,0.jpg
1812,2084,pup,0.jpg
2249,2083,pup,0.jpg
1603,2082,adult_female,0.jpg
2265,2079,adult_female,0.jpg
2060,2077,adult_female,0.jpg
2044,2075,pup,0.jpg
1627,2073,pup,0.jpg
2337,2069,pup,0.jpg
3310,2065,adult_female,0.jpg
3425,2064,adult_female,0.jpg
3709,2054,adult_female,0.jpg
3552,2051,adult_female,0.jpg
1670,2051,adult_female,0.jpg
2404,2049,adult_female,0.jpg
3507,2045,pup,0.jpg
3250,2045,pup,0.jpg
3572,2044,pup,0.jpg
1915,2041,pup,0.jpg
1811,2039,adult_female,0.jpg
1935,2033,adult_female,0.jpg
1696,2032,pup,0.jpg
3340,2030,pup,0.jpg
3263,2030,adult_female,0.jpg
2036,2028,adult_female,0.jpg
1746,2028,adult_female,0.jpg
2540,2015,adult_male,0.jpg
1765,2014,pup,0.jpg
2340,2013,adult_female,0.jpg
2717,2011,pup,0.jpg
3483,2009,adult_female,0.jpg
2039,2009,pup,0.jpg
2683,2007,adult_female,0.jpg
1858,1999,pup,0.jpg
2599,1997,adult_female,0.jpg
2103,1996,adult_female,0.jpg
2384,1994,pup,0.jpg
2310,1986,pup,0.jpg
2081,1985,pup,0.jpg
2631,1980,pup,0.jpg
2488,1978,pup,0.jpg
2663,1976,adult_female,0.jpg
3531,1968,subadult_male,0.jpg
3290,1962,adult_female,0.jpg
2758,1962,adult_female,0.jpg
2248,1956,pup,0.jpg
2054,1956,adult_female,0.jpg
1876,1953,adult_female,0.jpg
1221,1952,adult_male,0.jpg
2542,1950,pup,0.jpg
3413,1948,adult_female,0.jpg
5324,1947,subadult_male,0.jpg
2496,1945,adult_female,0.jpg
1909,1945,pup,0.jpg
3307,1937,pup,0.jpg
2664,1937,adult_female,0.jpg
1926,1936,adult_female,0.jpg
2243,1927,adult_female,0.jpg
3910,1925,adult_male,0.jpg
2532,1923,adult_female,0.jpg
2022,1916,pup,0.jpg
547,1906,juvenile,0.jpg
2765,1901,pup,0.jpg
3163,1898,adult_female,0.jpg
3147,1893,pup,0.jpg
2972,1891,adult_male,0.jpg
3363,1883,adult_female,0.jpg
3595,1881,adult_female,0.jpg
2043,1881,adult_female,0.jpg
3242,1876,adult_female,0.jpg
3216,1876,pup,0.jpg
2781,1876,adult_female,0.jpg
2565,1873,adult_female,0.jpg
2127,1872,adult_male,0.jpg
3556,1865,pup,0.jpg
1670,1865,adult_male,0.jpg
2050,1862,pup,0.jpg
3750,1861,adult_male,0.jpg
1878,1859,pup,0.jpg
1970,1858,adult_female,0.jpg
1244,1837,adult_female,0.jpg
1971,1836,pup,0.jpg
2673,1834,adult_female,0.jpg
3462,1825,adult_female,0.jpg
2488,1822,adult_female,0.jpg
2876,1818,pup,0.jpg
1891,1817,adult_female,0.jpg
2154,1812,pup,0.jpg
2924,1808,pup,0.jpg
2685,1805,pup,0.jpg
4040,1804,adult_female,0.jpg
4927,1803,adult_male,0.jpg
3438,1801,pup,0.jpg
2005,1800,adult_female,0.jpg
2957,1798,adult_female,0.jpg
2858,1798,adult_female,0.jpg
2144,1793,adult_female,0.jpg
1328,1793,adult_male,0.jpg
2737,1792,adult_female,0.jpg
3559,1777,juvenile,0.jpg
3345,1777,pup,0.jpg
2743,1768,pup,0.jpg
847,1761,juvenile,0.jpg
3319,1760,adult_female,0.jpg
3441,1757,juvenile,0.jpg
3356,1746,adult_female,0.jpg
3517,1739,pup,0.jpg
3460,1732,adult_female,0.jpg
3292,1727,adult_female,0.jpg
953,1726,juvenile,0.jpg
2071,1723,juvenile,0.jpg
4651,1717,adult_male,0.jpg
1531,1717,adult_female,0.jpg
3183,1708,pup,0.jpg
1506,1707,pup,0.jpg
2124,1700,adult_female,0.jpg
3199,1692,adult_female,0.jpg
919,1691,juvenile,0.jpg
2327,1680,adult_male,0.jpg
3020,1675,adult_female,0.jpg
3710,1672,adult_male,0.jpg
2465,1666,adult_male,0.jpg
3659,1662,adult_female,0.jpg
2877,1658,adult_female,0.jpg
2860,1658,pup,0.jpg
2770,1658,pup,0.jpg
2736,1658,adult_female,0.jpg
3438,1645,adult_female,0.jpg
2980,1621,pup,0.jpg
3432,1610,pup,0.jpg
3023,1604,pup,0.jpg
3637,1601,adult_female,0.jpg
1865,1596,adult_male,0.jpg
3244,1590,adult_female,0.jpg
3654,1583,pup,0.jpg
1361,1570,adult_male,0.jpg
3117,1564,adult_female,0.jpg
2960,1561,adult_female,0.jpg
1058,1546,juvenile,0.jpg
2947,1539,pup,0.jpg
2818,1537,adult_female,0.jpg
3684,1515,pup,0.jpg
2526,1515,adult_male,0.jpg
3241,1510,pup,0.jpg
3082,1510,pup,0.jpg
3703,1509,adult_female,0.jpg
3776,1508,pup,0.jpg
2781,1507,adult_female,0.jpg
3335,1505,adult_female,0.jpg
4978,1504,subadult_male,0.jpg
3799,1502,adult_female,0.jpg
3308,1499,pup,0.jpg
2208,1498,juvenile,0.jpg
3101,1491,adult_female,0.jpg
2904,1491,adult_female,0.jpg
2681,1489,adult_female,0.jpg
1040,1479,subadult_male,0.jpg
2699,1478,pup,0.jpg
3144,1474,adult_female,0.jpg
3233,1464,pup,0.jpg
3555,1461,pup,0.jpg
3296,1456,pup,0.jpg
3581,1453,adult_female,0.jpg
2857,1447,adult_female,0.jpg
3679,1443,adult_female,0.jpg
3230,1440,adult_female,0.jpg
3660,1434,pup,0.jpg
3307,1433,adult_female,0.jpg
2230,1433,adult_female,0.jpg
2803,1431,adult_female,0.jpg
3821,1426,adult_female,0.jpg
2944,1421,adult_female,0.jpg
1847,1421,adult_male,0.jpg
2760,1414,pup,0.jpg
3064,1412,adult_female,0.jpg
2280,1411,adult_female,0.jpg
2241,1409,pup,0.jpg
3345,1406,pup,0.jpg
3812,1405,pup,0.jpg
3172,1396,pup,0.jpg
3414,1393,adult_male,0.jpg
3074,1389,pup,0.jpg
3496,1383,pup,0.jpg
1987,1380,adult_male,0.jpg
2301,1379,pup,0.jpg
2969,1373,pup,0.jpg
3302,1362,pup,0.jpg
2848,1358,pup,0.jpg
3512,1357,adult_female,0.jpg
3331,1356,adult_female,0.jpg
2117,1355,adult_female,0.jpg
2174,1345,adult_female,0.jpg
2139,1342,pup,0.jpg
3673,1339,adult_female,0.jpg
3239,1339,pup,0.jpg
3223,1333,adult_female,0.jpg
2754,1331,subadult_male,0.jpg
1918,1331,adult_female,0.jpg
2641,1328,pup,0.jpg
2218,1325,adult_female,0.jpg
2239,1316,pup,0.jpg
3017,1308,pup,0.jpg
3720,1302,pup,0.jpg
2900,1302,adult_female,0.jpg
1967,1300,pup,0.jpg
3400,1298,adult_female,0.jpg
3355,1292,pup,0.jpg
2454,1287,adult_female,0.jpg
3246,1278,pup,0.jpg
2121,1278,pup,0.jpg
2685,1276,adult_female,0.jpg
2810,1275,adult_female,0.jpg
1968,1267,adult_female,0.jpg
1903,1265,adult_female,0.jpg
3057,1264,pup,0.jpg
2908,1264,pup,0.jpg
2124,1255,adult_female,0.jpg
3093,1253,adult_female,0.jpg
2066,1250,adult_female,0.jpg
4973,1249,subadult_male,0.jpg
3671,1243,pup,0.jpg
2681,1243,pup,0.jpg
2848,1241,pup,0.jpg
2554,1227,adult_male,0.jpg
2216,1224,pup,0.jpg
2013,1224,pup,0.jpg
3213,1223,adult_female,0.jpg
2906,1222,adult_female,0.jpg
2724,1221,adult_female,0.jpg
3567,1218,adult_female,0.jpg
3542,1218,pup,0.jpg
3131,1218,adult_female,0.jpg
2121,1215,pup,0.jpg
3097,1214,pup,0.jpg
2395,1198,adult_female,0.jpg
2650,1197,pup,0.jpg
2740,1193,pup,0.jpg
2587,1191,adult_female,0.jpg
2001,1191,adult_female,0.jpg
2789,1187,pup,0.jpg
3519,1182,adult_female,0.jpg
2533,1181,adult_female,0.jpg
3501,1170,pup,0.jpg
2217,1170,adult_female,0.jpg
3142,1165,adult_female,0.jpg
1938,1164,pup,0.jpg
2165,1161,adult_female,0.jpg
2807,1160,adult_female,0.jpg
2093,1158,adult_female,0.jpg
2527,1157,pup,0.jpg
3059,1152,adult_female,0.jpg
2585,1150,adult_female,0.jpg
3583,1146,pup,0.jpg
2148,1136,pup,0.jpg
2087,1134,pup,0.jpg
3452,1133,adult_female,0.jpg
3345,1126,adult_female,0.jpg
2554,1123,pup,0.jpg
2943,1122,adult_female,0.jpg
2376,1118,pup,0.jpg
2290,1117,adult_male,0.jpg
3433,1116,pup,0.jpg
2864,1116,subadult_male,0.jpg
2737,1111,adult_female,0.jpg
2944,1100,pup,0.jpg
3277,1096,adult_female,0.jpg
2332,1095,adult_female,0.jpg
3181,1093,pup,0.jpg
1935,1093,pup,0.jpg
3772,1091,adult_female,0.jpg
2689,1088,pup,0.jpg
2575,1086,pup,0.jpg
1956,1086,adult_female,0.jpg
3097,1078,pup,0.jpg
2709,1076,adult_female,0.jpg
2087,1073,pup,0.jpg
3357,1070,pup,0.jpg
4039,1064,adult_female,0.jpg
2022,1062,adult_female,0.jpg
1367,1060,adult_male,0.jpg
2569,1058,adult_female,0.jpg
3378,1052,adult_female,0.jpg
2717,1047,adult_female,0.jpg
2952,1046,adult_female,0.jpg
2262,1039,pup,0.jpg
3435,1035,pup,0.jpg
2808,1033,adult_female,0.jpg
2331,1028,adult_female,0.jpg
3461,1026,adult_female,0.jpg
3782,1025,pup,0.jpg
2285,1024,adult_female,0.jpg
2874,1021,pup,0.jpg
3215,1018,adult_female,0.jpg
2923,1016,pup,0.jpg
3193,1015,pup,0.jpg
3083,1015,adult_female,0.jpg
2772,1009,pup,0.jpg
1992,1008,adult_female,0.jpg
4145,999,adult_female,0.jpg
2075,999,adult_female,0.jpg
3143,992,pup,0.jpg
2232,992,adult_female,0.jpg
3565,989,adult_male,0.jpg
2010,989,pup,0.jpg
3668,987,pup,0.jpg
2195,987,pup,0.jpg
3245,982,adult_female,0.jpg
2596,982,adult_female,0.jpg
2909,981,pup,0.jpg
4366,973,adult_male,0.jpg
3317,966,pup,0.jpg
3650,964,adult_female,0.jpg
2134,964,adult_female,0.jpg
2852,963,adult_female,0.jpg
2617,961,pup,0.jpg
2953,955,pup,0.jpg
3009,944,adult_female,0.jpg
3336,943,adult_female,0.jpg
2595,936,adult_female,0.jpg
3396,930,adult_female,0.jpg
3083,924,pup,0.jpg
2606,920,pup,0.jpg
3218,918,adult_female,0.jpg
2308,905,pup,0.jpg
3148,898,pup,0.jpg
2334,897,adult_female,0.jpg
2771,896,pup,0.jpg
3412,895,pup,0.jpg
3448,890,adult_female,0.jpg
3634,888,adult_female,0.jpg
2937,883,pup,0.jpg
3320,881,juvenile,0.jpg
3085,874,adult_female,0.jpg
4121,873,adult_female,0.jpg
2747,873,adult_female,0.jpg
3546,871,adult_female,0.jpg
4327,865,pup,0.jpg
4365,863,adult_female,0.jpg
3639,863,pup,0.jpg
2082,863,adult_female,0.jpg
2344,857,adult_female,0.jpg
2146,855,adult_male,0.jpg
4092,852,pup,0.jpg
3164,848,pup,0.jpg
3960,845,adult_female,0.jpg
3552,845,pup,0.jpg
2486,840,pup,0.jpg
3215,835,pup,0.jpg
2953,835,pup,0.jpg
2879,826,adult_female,0.jpg
2465,826,adult_female,0.jpg
3466,824,adult_female,0.jpg
4171,822,adult_female,0.jpg
3116,819,pup,0.jpg
2585,819,adult_female,0.jpg
3302,807,adult_female,0.jpg
1873,805,adult_male,0.jpg
3002,792,adult_female,0.jpg
2235,792,pup,0.jpg
2113,791,adult_female,0.jpg
2092,782,pup,0.jpg
3107,779,adult_female,0.jpg
2915,774,adult_female,0.jpg
2256,773,adult_female,0.jpg
2836,762,subadult_male,0.jpg
2189,762,adult_female,0.jpg
2272,748,adult_female,0.jpg
4361,747,pup,0.jpg
2163,745,pup,0.jpg
2352,742,adult_female,0.jpg
4214,741,adult_female,0.jpg
2931,728,adult_female,0.jpg
2018,725,adult_female,0.jpg
3971,720,adult_female,0.jpg
4397,714,adult_female,0.jpg
2163,707,adult_female,0.jpg
3986,706,pup,0.jpg
1997,706,pup,0.jpg
4077,698,pup,0.jpg
2365,693,adult_female,0.jpg
4297,675,adult_female,0.jpg
3923,665,pup,0.jpg
3876,663,pup,0.jpg
4055,656,adult_female,0.jpg
3806,653,adult_female,0.jpg
3385,651,adult_female,0.jpg
4268,649,pup,0.jpg
2226,649,adult_female,0.jpg
2837,646,pup,0.jpg
2047,641,adult_female,0.jpg
1916,641,adult_female,0.jpg
2207,638,pup,0.jpg
3932,636,adult_female,0.jpg
2895,636,adult_female,0.jpg
3796,625,pup,0.jpg
2884,608,pup,0.jpg
2727,603,adult_male,0.jpg
3984,587,pup,0.jpg
4445,575,juvenile,0.jpg
3616,575,adult_female,0.jpg
3438,565,pup,0.jpg
4432,563,juvenile,0.jpg
1923,561,adult_female,0.jpg
4666,558,adult_female,0.jpg
3243,558,adult_female,0.jpg
4449,553,juvenile,0.jpg
1834,553,adult_female,0.jpg
3852,552,adult_female,0.jpg
4009,550,adult_female,0.jpg
3744,546,adult_female,0.jpg
4482,533,juvenile,0.jpg
3905,531,pup,0.jpg
2181,531,adult_female,0.jpg
1951,531,adult_female,0.jpg
3466,529,adult_female,0.jpg
4339,528,juvenile,0.jpg
4384,525,juvenile,0.jpg
2772,525,adult_female,0.jpg
2741,525,pup,0.jpg
3990,521,adult_female,0.jpg
3941,518,adult_female,0.jpg
3647,509,pup,0.jpg
4633,506,juvenile,0.jpg
4598,504,adult_female,0.jpg
2193,503,pup,0.jpg
3666,499,adult_female,0.jpg
4305,492,juvenile,0.jpg
4352,490,juvenile,0.jpg
3208,488,adult_female,0.jpg
1876,488,adult_female,0.jpg
4065,486,adult_female,0.jpg
4007,480,pup,0.jpg
4105,473,adult_male,0.jpg
4462,472,juvenile,0.jpg
4656,466,adult_female,0.jpg
3858,462,pup,0.jpg
1885,460,pup,0.jpg
3450,456,adult_female,0.jpg
3376,456,adult_female,0.jpg
4082,455,adult_female,0.jpg
2683,454,adult_female,0.jpg
4623,450,pup,0.jpg
3985,450,adult_female,0.jpg
3308,449,adult_male,0.jpg
2434,448,pup,0.jpg
4463,445,adult_female,0.jpg
3867,436,adult_female,0.jpg
3511,432,pup,0.jpg
1823,431,adult_male,0.jpg
3622,429,adult_female,0.jpg
2664,428,pup,0.jpg
4279,427,adult_female,0.jpg
1924,427,adult_female,0.jpg
3121,422,pup,0.jpg
2535,420,pup,0.jpg
3530,419,adult_female,0.jpg
3464,418,juvenile,0.jpg
2891,412,adult_male,0.jpg
3143,411,adult_female,0.jpg
4332,406,adult_female,0.jpg
4075,404,adult_female,0.jpg
2970,400,adult_female,0.jpg
2946,392,pup,0.jpg
2390,389,adult_female,0.jpg
3609,388,pup,0.jpg
3984,385,pup,0.jpg
4557,379,adult_female,0.jpg
4246,377,adult_female,0.jpg
3281,365,juvenile,0.jpg
3994,358,adult_female,0.jpg
3733,358,adult_female,0.jpg
3451,354,pup,0.jpg
1814,346,adult_female,0.jpg
2092,343,juvenile,0.jpg
2708,342,adult_female,0.jpg
